TIMESTAMP,COMMENTS,TOPIC,CLIENT,CLINIC,LABEL
Mar-22, Physical Nothing all was good,Concerns addressed,Metalcraft of Mayville,Beaver Dam Corp. Dr. Clinic,Positive
Mar-22, everything... nothing...,Professionalism,Clark County Firefighters Local 1908,FirstResponse Family Care Center,Positive
Mar-22," Time, individualized care, and attentiveness in helping me select the best medical options for my concerns. Nothing, it was a wonderful experience.",Engagement with Patient's,Clark County Firefighters Local 1908,FirstResponse Family Care Center,Positive
Mar-22,Friendly service.  Good quality!  ,Professionalism,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Positive
Mar-22," The provider was simply amazing! I haven’t spoken with a PCP in a long time and was apprehensive about the appointment. She made me feel comfortable the second she got on the call, took care of all my concerns, and was very supportive. The only thing that was weird was prior to my appointment, I was called to go over health history. It may be a positive thing to put those forms on line as the woman I spoke to seemed very frazzled taking down my history. Numerous times I felt like a burden to her and said as much.",Services,State of Colorado,Colorado Springs Wall Street Clinic,Positive
Mar-22, Small talk and made the medical advice understandable ,Doctor listen the concerns,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Neutral
Mar-22,Fast service in and out and workers skilled and knowledge at their job Testier me Tested me,Doctor listen the concerns,IBEW Local 357,Union Family Health Center - Henderson,Neutral
Mar-22,I was very pleased with the doctor  and staff. In fact I'm thinking of changing .y regular doc to dr rockers Doc was in no hurry  and took her time to treat me as I needed Had problems getting  a appointment because I wasn't in the system.  Once taken care of things went smoothly.,Good doctor,Michiana Electrical Workers Local 153,IBEW Local 153/UA Local 172 - South Bend,Positive
Mar-22, Doctor was pleasant and spent time with us did not seem like she was in a hurry to leave answered all our questions would give her a 10++ ,Services,Plumbers & Steamfitters Local 440,Local 440 Clinic,Positive
Mar-22,  The only thing that happened was the PA googled my symptoms. I could have done that myself.,Doctor listen the concerns,City Of Mishawaka,City Of Mishawaka Clinic,Neutral
Mar-22," Compassion, understanding and nonjudgmental ",Engagement with Patient's,State of Colorado,Pueblo Fortino Boulevard Health Center,Positive
Mar-22, The hole team is outstanding ,Good doctor,Union County,Monroe Campus Park Clinic,Positive
Mar-22, All was good ,Concerns addressed,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Positive
Mar-22, Very professional ,Professionalism,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Mar-22,"The rooms needed proper cleaning  Need more divers Dr.
Dr. Of color",Doctor listen the concerns,State of New Jersey - (Horizon BCBS),Clifton Brighton Road Office,Neutral
Mar-22, Great service ,Concerns addressed,Michelin - South Carolina,Michelin Family Health Center - HNA,Positive
Mar-22, The staff is friendly. Made me feel important and welcomed. They’re very professional and attentive. It was a great experience!! Can’t think of anything,Professionalism,IBEW Local 357,Union Family Health Center - Northwest,Positive
Mar-22," Very pleasant & courteous.
Leah, Tina, & Jonya were very nice. ",Professionalism,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Positive
Mar-22, Watch over me while arrived to take me to the emergency ,Good doctor,South Bend Community Schools,South Bend Community Schools Clinic,Positive
Mar-22, They know my medical health well and treat me like a person not a medical number. ,Good doctor,Hawken School,Beachwood Science Park Drive,Positive
Mar-22, Good information from doctor to alleviate sinus inflammation. ,Good doctor,nan,SSM Health DirectCare St. Peters Health Center,Positive
Mar-22, The staff has been SO welcoming for both of the appointments that I've been to at the Weld Clinic. Both the MA and the PA listen to what I have to say and make sure all my questions are answered. Nothing. It has been beyond my expectations,Good doctor,Weld County Colorado,Greeley 35th Avenue Clinic,Positive
Mar-22, I always know I am getting the doctor's full attention and receiving the best care It all went well,Good doctor,State of Colorado,Littleton Highline Professional Center Clinic,Positive
Mar-22,"Doctor drama was very pleasant and accommodating and helpful, the text that I spoke with previously were also accommodating and helpful Individuals were happy to help communicate with my concern I have no negative comments at this time oh, other than impatiently waiting for a Bloomington office",Good doctor,Nussbaum Transportation,East Peoria Clinic,Positive
Mar-22, The staff were all very lovely. ,Engagement with Patient's,State of Colorado,Grand Junction Trailhead Clinic,Positive
Mar-22, Listened to my problem and tried to solve it right away with the best possible care. Nothing that I can think of.,Services,Red Gold,Red Gold Berne Clinic,Positive
Mar-22," Everyone was extremely kind, courteous and friendly. It was nice to talk with someone that was making eye contact with me and not entering everything in the computer. ",Professionalism,Buckeye Advantage - Napoleon,Napoleon Clinic,Positive
Mar-22, Staff was very flexible with me due to a mix up with appointment time. ,Engagement with Patient's,Michelin - Oklahoma,Michelin Family Health Center - Ardmore,Positive
Mar-22, Great docs! ,Concerns addressed,State of Colorado,Grand Junction Trailhead Clinic,Positive
Mar-22, Listened to my concerns.  Gave me adequate time It all went well,Services,Weld County Colorado,Weld County Employee Medical Center,Positive
Mar-22, Call on time. Doctor listened and was very helpful. Appointment was great. Had problems with the app before the appointment,Good doctor,City of Akron,Akron-White Pond Drive Clinic,Positive
Mar-22, Listened to concerns Nothing to mention,Doctor listen the concerns,Elkhart County Government,Elkhart County Clinic,Neutral
Mar-22," Check my blood pressure, and my weight, talked about my knee pain and what to do about it. ",Services,Cleveland Bakers & Teamsters (CBT),North Canton Lauby Rd,Positive
Mar-22, removed a small facial growth with nitrogen! everything was fine.,Good doctor,IBEW Local 212,Erlanger Clinic,Positive
Mar-22, All around great experience ,Engagement with Patient's,IBEW Local 145,Davenport Clinic,Positive
Mar-22, The personal attention Dr Migliore gives me at every visit is what makes going to the clinic a pleasure ,Services,City Of Mishawaka,City Of Mishawaka Clinic,Positive
Mar-22,Pleasant and knowledgeable staff.  Much more of a comfortable atmosphere then most doctors offices.  ,Services,State of Colorado,Sterling Inspire Health,Positive
Mar-22, Highly knowledgeable and professional staff.  I could not be more pleased with the service and support I have received from Everside Health. Not applicable.,Testing and Treatment,State of Colorado,Lakewood Belmar Medical Building Clinic,Negative
Mar-22, Nice and friendly ,Professionalism,IBEW Local 357,Union Family Health Center - Northwest,Positive
Mar-22,  My health data was not transferred over so we had to start from scratch,Blood work and vaccine,Michelin - South Carolina,Michelin Family Health Center - HNA,Negative
Mar-22, Everything was great loved the fact that I didn’t feel like I was being rushed Nothing,Professionalism,nan,Station Casinos Medical Center - Sunset,Positive
Mar-22," By far the best visit I have ever had, Dr. Cramer was terrific she took her time and asked and broke down all my concerns. Usually when you have a doctor's appointment you wait an hour to see a doctor for 15 minutes this was the complete opposite. I was in a office quickly and was taken care of properly. For the first time it felt like someone actually cared about my complete health. I'm very thankful for Dr. Cramer and the staff. They are amazing people. Everyone and everything was perfect. Well organized and great attitudes.",Engagement with Patient's,nan,Station Casinos Medical Center - Red Rock,Positive
Mar-22, Knew my name and I felt comfortable being there ,Engagement with Patient's,Plumbers & Steamfitters Local 440,Local 440 Clinic,Positive
Mar-22, Everyone was very helpful. Nothing,Good doctor,nan,LCSC Health & Wellness Center,Positive
Mar-22," Wad able to get a great doctor, bloodwork and rx on site. ",Good doctor,Weekends Only Furniture,SSM Health DirectCare St. Peters Health Center,Positive
Mar-22, Everyone was very courteous to us. They took their time and ask questions about our health. The doctor and the lab staff in a very good job! No complaints,Good doctor,IBEW Local 364 Health & Welfare Fund,Activate by Everside Rockford Family Medical Center,Positive
Mar-22," Everyone was concerned about my care and concerns, and took excellent care of me There was nothing more they could have done",Unskilled,Nippon Steel Pipe America,Nippon Steel/Seymour Schools Clinic,Negative
Mar-22," Jill explained everything very clearly, as usual!! ",Engagement with Patient's,IBEW Local 357,Union Family Health Center - Downtown,Positive
Mar-22,"They were all patience, caring and knowledgeable. They were helpful and answered any questions. Handled the appointment very well, no mistakes. No answer",Blood work and vaccine,nan,Teamsters Local 14 Family Wellness Center - Henderson,Negative
Mar-22, Medina Culver was fantastic. She did everything she could to address my issues. This was my first visit with her but so far very stellar. I was seen a little late but nothing devastating. Still much better than any other provider I have had.,Lab result and services,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Negative
